Tracking ID,Timepoint,Time,X pos,Y pos,Z pos
0,0,0,132.9090909,196.6363636,0
0,1,1,130.5,196,0
0,2,2,130.8181818,196.1818182,0
0,3,3,133.75,197.25,0
0,4,4,134.4666667,198.1333333,0
0,5,5,132.9,196.7,0
0,6,6,130.6,196.4,0
0,7,7,131.6153846,196.4615385,0
0,8,8,134,197.5,0
0,9,9,133.9285714,198.1428571,0
0,10,10,132,196.5,0
0,11,11,130.25,196.3333333,0
0,12,12,132.1,195.95,0
0,13,13,134,197.5,0
0,14,14,133.8461538,197.3846154,0
0,15,15,131.6,196.4,0
0,16,16,130.6666667,196,0
0,17,17,133.0555556,196.6666667,0
0,18,18,134.75,198.4166667,0
0,19,19,133.7142857,197.3571429,0
0,20,20,131.1333333,196.4666667,0
0,21,21,130.7777778,196.5,0
0,22,22,133,196.8823529,0
0,23,23,134,198,0
0,24,24,132.9473684,196.6842105,0
0,25,25,130.4,195.6,0
0,26,26,130.5,195.7142857,0
0,27,27,133.5,197,0
0,28,28,134.2857143,198.5,0
0,29,29,132.9090909,196.7727273,0
0,30,30,130.6,196.4,0
0,31,31,131.7777778,196.5,0
0,32,32,134.2857143,197.5,0
0,33,33,133.875,197.9375,0
0,34,34,132,196.3333333,0
0,35,35,129.6,195.6,0
0,36,36,131.6,196.4,0
0,37,37,134,197.5,0
0,38,38,133.8461538,197.3846154,0
0,39,39,131.8823529,196.4117647,0
0,40,40,130.4117647,196.1176471,0
0,41,41,132.6428571,196.7857143,0
0,42,42,134.2857143,198.5,0
0,43,43,133.5,197.5,0
0,44,44,131,196.1176471,0
0,45,45,130.375,196.25,0
0,46,46,132.5882353,196.9411765,0
0,47,47,133.9090909,198.3636364,0
0,48,48,132.4736842,196.6842105,0
0,49,49,130.1,195.95,0
0,50,50,130.5,196,0
0,51,51,133.4117647,196.8823529,0
0,52,52,134,198.5,0
0,53,53,133,197,0
0,54,54,130,196.5,0
0,55,55,131.5,196.2857143,0
0,56,56,133.6,197.4,0
0,57,57,133.9090909,198,0
0,58,58,132,196.3333333,0
0,59,59,129.375,195.75,0
0,60,60,131.3125,195.8125,0
0,61,61,133.6153846,197.4615385,0
0,62,62,133.9090909,197.6363636,0
0,63,63,131.7777778,196.5,0
0,64,64,129.8461538,196.5384615,0
0,65,65,132.3333333,197,0
0,66,66,134,198.5,0
0,67,67,133.5714286,197.8571429,0
0,68,68,130.625,196.25,0
0,69,69,129.75,195.5625,0
0,70,70,132.4375,196.75,0
0,71,71,133.9090909,197.6363636,0
0,72,72,132.7,196.85,0
0,73,73,130.25,196.0833333,0
0,74,74,130.4,196.4,0
0,75,75,132.8421053,197.1578947,0
0,76,76,134.2,198.5,0
0,77,77,132.8421053,197.0526316,0
0,78,78,130.1428571,196.2857143,0
0,79,79,130.6,196.4,0
0,80,80,133.1538462,197.4615385,0
0,81,81,134,198,0
0,82,82,131.7777778,196.3888889,0
0,83,83,129.4117647,195.8823529,0
0,84,84,131,196,0
0,85,85,133.2307692,197.8461538,0
0,86,86,133.8,198.5,0
0,87,87,131.2857143,196.5,0
0,88,88,129.6153846,196.3846154,0
0,89,89,131.6470588,196.4705882,0
0,90,90,133.8888889,197.8888889,0
0,91,91,133.6666667,197.7777778,0
0,92,92,130.5384615,196.1538462,0
0,93,93,129.2307692,196.2307692,0
0,94,94,131.6470588,196.4705882,0
0,95,95,133.625,197.75,0
0,96,96,132.5,197.5,0
0,97,97,129.9,196.2,0
0,98,98,129.3846154,196.3846154,0
0,99,99,132.0909091,197.3636364,0
0,100,100,133.9090909,198.6363636,0
0,101,101,132.6666667,197,0
